# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's PRESETS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# presetdiff.py v1 (2026-09-10) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python presetdiff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# SCOPE: the `generated` bucket only — Data/, Lua/BuildingTemplate/, Lua/XDef/, Lua/ClassDefs/. DLC/ excluded.
# PRESETS: 1.0.7=14409  1.1.0=14986. Identity is `class::id::group` (how the GAME names a preset), with id-less presets keyed `class::file#ordinal`. Matched presets whose FILE moved: 0. Ambiguous ids needing a disambiguator: 1.0.7=1 1.1.0=0.
# ⭐ ROUTED TO 02, NOT READ HERE: the tech registry exists TWICE in 1.1.0 — 264 `TechPreset` in 1.0.7 became 274 `TechPreset` PLUS 441 `Tech`, and 258 of the 1.0.7 ids appear under both classes in the new tree. Mechanical count only; what it means is a reader's question.
# ⛔ REORDER IS NOT A ROW, BY CONSTRUCTION: rows are keyed by key PATH, so re-emitting a preset's keys in another order with equal values yields nothing. 0 presets are in exactly that state — COUNTED here so that `no rows` and `never looked` do not look alike.
# ROWS BY CHURN CLASS: COMMENT=1  REINDEX=10462  REINDEX-SWAP=1924  T-ID=22  added-preset=1471  none=22738  removed-preset=894   ⭐ `none` is the READABLE PILE — the rows 04's registry agents actually read.
# ⭐ THE GENERATED-LUA TWINS, so 04 can confirm they carry nothing extra: 1.1.0 files parsed per registry — Data=2191, Lua/BuildingTemplate=292, Lua/ClassDefs=7, Lua/XDef=426 | 1.0.7 — Data=2143, Lua/BuildingTemplate=288, Lua/ClassDefs=9, Lua/XDef=400
# ⚠️ CHURN CLASSES ARE CLAIMS. Each is a rule asserting a row is uninteresting; `python tools/presetdiff.py --sample <class>` prints rows so one can be falsified. A single row where a rule hid a real value change VOIDS that class.
# 02 COLUMNS: prid = P + 1-based data-row index of PRESETS.tsv. system = preset:<class>; link = 03 (dlc-adjacent) | 04-E (the registry agent) | NOT-READ(churn) for REINDEX / T-ID / COMMENT (rule-classed and sampled by 01, unread here — TRIAGE.md §4). ⭐ READ by a registry agent: `none` + `REINDEX-SWAP` (01: must be read where order is semantic) + `added-preset` + `removed-preset` (real content, not churn).
# 02 DLC TAG on presets: T1 literal on class:id + key + both values; T2 narrowed on id + key + values ONLY — never on the class name (a registry is not a mention). Literal matching of all 25 terms would tag 8,209 readable rows (all of TechPreset and LawDef by class name).
# 02 FIELD-REPORT TAGS (README §2b), column `fr`: FR-1(c) = `none`/`added-preset` rows of ParticleSystemPreset, LightmodelPreset, ActionFX*, *Entity* registries (assets first spawned at new game); FR-2 = id/key/value naming DeepScan / UndergroundDeepScanning / Deep* resources / depth_layer.
prid	file	class	id	key	value107	value110	churn-class	flags	system	link	dlc	dlc_terms	dlc_literal	fr
P28042	Data/XDef/HUDButtonMapSwitch.lua	XDef	HUDButtonMapSwitch	[1].children[1].OnPress	function ( self , gamepad ) local entry = self.context if entry.index then entry = MapSwitchClass.GetEntries ( ) [ entry.index ] end if entry.Enabled then CreateRealTimeThread ( function ( ) local asteroid = entry.asteroid local show_loading_screen = true if not self.Map and asteroid then Asteroids LoadAsteroid ( asteroid ) self.Map = asteroid GetMap ( ) show_loading_screen = false end assert ( self.Map ) ChangeCurrentMapSlot ( self.Map.slot , show_loading_screen ) end ) end end	function ( self , gamepad ) local entry = self.context if entry.index then entry = MapSwitchClass.GetEntries ( ) [ entry.index ] end if entry.Enabled and ( not g_Tutorial or not g_Tutorial.DisableAsteroidSwitchButton ) then CreateRealTimeThread ( function ( ) local asteroid = entry.asteroid local show_loading_screen = true if not self.Map and asteroid then Asteroids LoadAsteroid ( asteroid ) self.Map = asteroid GetMap ( ) show_loading_screen = false end assert ( self.Map ) ChangeCurrentMapSlot ( self.Map.slot , show_loading_screen ) end ) end end	none		preset:XDef	04-E				
P28043	Data/XDef/HUDButtonMapSwitch.lua	XDef	HUDButtonMapSwitch	[1].children[1].children[3].func	function ( self , asteroid ) CreateRealTimeThread ( function ( ) if AbandonAsteroidDialog ( ) then local idx = table.find ( UIColony.asteroids , asteroid ) if idx then UIColony UIAbandonAsteroid ( idx ) end end end ) end	function ( self , asteroid ) CreateRealTimeThread ( function ( ) if g_Tutorial and g_Tutorial.DisableAbandonAsteroid then return end if AbandonAsteroidDialog ( ) then local idx = table.find ( UIColony.asteroids , asteroid ) if idx then UIColony UIAbandonAsteroid ( idx ) end end end ) end	none		preset:XDef	04-E				
P28044	Data/XDef/HUDButtonNoFrame.lua	XDef	HUDButtonNoFrame	[1].children[5].func	function ( self , ) local b , i , w , n = self GetButtonAndHighLight ( ) local n_type = FindHUDNotificationIconForButton ( b.Id ) if not self.OrigRolloverText then self.OrigRolloverText = self.RolloverText or "" end local rollover = self.OrigRolloverText if n_type then rollover = rollover.. "\n" PrepareHUDNotificationText ( b.Id ) end b SetRolloverText ( rollover ) w SetVisible ( n_type = = "warning" ) if RolloverControl = b then n SetVisible ( n_type = = "notification" ) end end	function ( self , ) local b , i , w , n = self GetButtonAndHighLight ( ) local n_type = FindHUDNotificationIconForButton ( b.Id ) if not self.OrigRolloverText then self.OrigRolloverText = self.RolloverText or "" end local rollover = AddHUDNotificationTextToRollover ( b.Id , self.OrigRolloverText ) b SetRolloverText ( rollover ) b SetRolloverWarning ( PrepareHUDNotificationWarningText ( b.Id ) ) local enabled = b GetEnabled ( ) w SetVisible ( enabled and n_type = = "warning" ) if n_type = = "warning" then local badge = w ResolveId ( "idNotificationText" ) if badge then badge SetText ( GetHUDNotificationWarningBadgeText ( b.Id ) ) end end if RolloverControl = b then n SetVisible ( enabled and n_type = = "notification" ) end end	none		preset:XDef	04-E				
P28045	Data/XDef/HUDDecoration.lua	XDef	HUDDecoration	[3].Set	function ( self , value ) self.idImage SetFlipY ( not value ) self.idLine SetVAlign ( value and "bottom" or "top" ) self.idLine SetMargins ( box ( -1 , 0 , -1 , 2 ) or box ( -1 , 2 -1 , 0 ) ) end	function ( self , value ) self.idImage SetFlipY ( not value ) self.idLine SetVAlign ( value and "bottom" or "top" ) self.idLine SetMargins ( value and box ( -1 , 0 , -1 , 2 ) or box ( -1 , 2 , -1 , 0 ) ) end	none		preset:XDef	04-E				
P28046	Data/XDef/HUDIndicatorResearch.lua	XDef	HUDIndicatorResearch	[1].RolloverText	T(739074360406, "Manage the research of new Technologies.\n\nCurrent Research: <em><CurrentResearchName></em>\n<left>Research progress: <em><percent(CurrentResearchProgress)></em>")	T(739074360406, "Manage the research of new Technologies.\n\n<ResearchButtonRollover()>")	none		preset:XDef	04-E			Tech	
P28047	Data/XDef/HUDIndicatorSpeed.lua	XDef	HUDIndicatorSpeed	[1].OnPress	function ( self , gamepad ) end	<absent>	none		preset:XDef	04-E				
P28048	Data/XDef/HUDIndicatorSpeed.lua	XDef	HUDIndicatorSpeed	[1].children[1].func	function ( self , state ) local state = state or GetEstimatedGameSpeedState ( ) local factor = GetTimeFactor ( ) local paused = IsPaused ( ) or factor = = 0 if paused then state = "pause" end local img = GetSpeedStateToImage ( state ) if img then self.idSpeed SetImage ( img ) end end	function ( self , state ) local state = state or GetGameSpeed ( ) local factor = GetTimeFactor ( ) local paused = IsPaused ( ) or factor = = 0 if paused then state = "pause" end local img = GetSpeedStateToImage ( state ) if img then self.idSpeed SetImage ( img ) end end	none		preset:XDef	04-E				
P28049	Data/XDef/HUDIndicatorTerraforming.lua	XDef	HUDIndicatorTerraforming	[1].OnContextUpdate	function ( self , context , ) XTextButton.OnContextUpdate ( self , context , ) local rows = self.idProgress GetRows ( ) local columns = self.idProgress GetColumns ( ) local progress = GetTerraformParamPct ( self.ParamName ) local part = 100 ( rows columns ) local frame = progress 100 and progress part 1 or progress part self.idProgress SetVisible ( progress 0 ) self.idProgress SetRow ( frame columns and 1 or frame columns ( frame columns = = 0 and 0 or 1 ) ) self.idProgress SetColumn ( frame columns = 0 and frame columns or columns ) local next_percent , next_threshold = GetNextThresholdPercent ( self.ParamName ) if progress = 0 then next_percent = 0 next_threshold = false end self.idThreshold SetVisible ( next_percent ) if next_percent then local frame = next_percent part 1 self.idThreshold SetRow ( frame columns and 1 or frame columns ( frame columns = = 0 and 0 or 1 ) ) self.idThreshold SetColumn ( frame columns = 0 and frame columns or columns ) self.idThreshold SetRolloverTitle ( next_threshold and next_threshold.Id or "" ) self.idThreshold SetRolloverText ( T { 276332299773 , "Reach at <percent(percent)>" , percent = next_percent } ) end end	function ( self , context , ) XTextButton.OnContextUpdate ( self , context , ) local rows = self.idProgress GetRows ( ) local columns = self.idProgress GetColumns ( ) local progress = GetTerraformParamPct ( self.ParamName ) local part = 100 ( rows columns ) local frame = progress 100 and progress part 1 or progress part self.idProgress SetVisible ( progress 0 ) self.idProgress SetRow ( frame columns and 1 or frame columns ( frame columns = = 0 and 0 or 1 ) ) self.idProgress SetColumn ( frame columns = 0 and frame columns or columns ) if progress = 100 then self.idProgress SetImageColor ( RGB ( 91 , 146 , 102 ) ) else self.idProgress SetImageColor ( RGB ( 183 , 188 , 195 ) ) end local next_percent , next_threshold = GetNextThresholdPercent ( self.ParamName ) if progress = 0 then next_percent = 0 next_threshold = false end self.idThreshold SetVisible ( next_percent ) if next_percent then local frame = next_percent part 1 self.idThreshold SetRow ( frame columns and 1 or frame columns ( frame columns = = 0 and 0 or 1 ) ) self.idThreshold SetColumn ( frame columns = 0 and frame columns or columns ) self.idThreshold SetRolloverTitle ( next_threshold and next_threshold.Id or "" ) self.idThreshold SetRolloverText ( T { 276332299773 , "Reach at <percent(percent)>" , percent = next_percent } ) end end	none		preset:XDef	04-E				
P28050	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[3].children[2].OnContextUpdate	function ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 113161185814 , "<ButtonA> Switch view<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 679516548222 , "<ButtonA> Switch view<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDMapOverviewEnabled ( ) ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 113161185814 , "<ButtonA> Switch view<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 679516548222 , "<ButtonA> Switch view<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDMapOverviewEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28051	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[3].children[3].OnContextUpdate	function ( self , context , ) HUDButton.OnContextUpdate ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 889029656265 , "<ButtonA> Open menu<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 377530422242 , "<ButtonA> Open menu<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDCommandCenterEnabled ( ) ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButton.OnContextUpdate ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 889029656265 , "<ButtonA> Open menu<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 377530422242 , "<ButtonA> Open menu<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDCommandCenterEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28052	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[3].children[4].OnContextUpdate	function ( self , context , ) HUDButtonNoFrame.OnContextUpdate ( self , context , ) self SetEnabled ( not g_Tutorial and SponsorGoalProgress 0 ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButtonNoFrame.OnContextUpdate ( self , context , ) self SetEnabled ( not g_Tutorial and SponsorGoalProgress 0 ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28053	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[1].OnContextUpdate	function ( self , context , ) HUDButton.OnContextUpdate ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 889029656265 , "<ButtonA> Open menu<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 748927294875 , "<ButtonA> Open menu<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDBuildMenuEnabled ( ) ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButton.OnContextUpdate ( self , context , ) local hud = GetHUD ( ) local ctrl = hud ResolveId ( "idMapSwitch" ) if not ctrl or not ctrl GetVisible ( ) then self SetRolloverHintGamepad ( T ( 889029656265 , "<ButtonA> Open menu<newline><DPad> Navigate <ButtonB> Close" ) ) else self SetRolloverHintGamepad ( T ( 748927294875 , "<ButtonA> Open menu<newline><DPad> Navigate <LB> Map Switch <ButtonB> Close" ) ) end self SetEnabled ( IsHUDBuildMenuEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28054	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[2].OnContextUpdate	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDResearchEnabled ( ) ) HUD.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDResearchEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUD.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28055	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[2].RolloverText	T(813234975846, "Manage the research of new Technologies\n\nCurrent Research: <em><CurrentResearchName></em>\n<left>Research progress: <em><percent(CurrentResearchProgress)></em>")	T(813234975846, "Manage the research of new Technologies.\n\n<ResearchButtonRollover()>")	none		preset:XDef	04-E			Tech	
P28056	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[3].OnContextUpdate	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDResupplyEnabled ( ) ) HUDClass.UpdateDesatModifier ( self ) if g_Tutorial and not g_Tutorial.EnableResupply then self SetRolloverDisabledText ( T ( 862955805663 , "Not available at this step of the tutorial" ) ) else self SetRolloverDisabledText ( T ( 4009 , "<red>All resupply missions are suspended</red>" ) ) end end	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDResupplyEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) if g_Tutorial and not g_Tutorial.EnableResupply then self SetRolloverDisabledText ( T ( 862955805663 , "Not available at this step of the tutorial" ) ) else self SetRolloverDisabledText ( T ( 4009 , "<red>All resupply missions are suspended</red>" ) ) end end	none		preset:XDef	04-E				
P28057	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[3].RolloverText	T(341375582149, "Request a new Cargo or Passenger Rocket from Earth")	T(341375582149, "Request a new Cargo or Passenger Rocket from Earth<ResupplyButtonInfo()>")	none		preset:XDef	03	dlc-adjacent	Cargo~	Cargo	
P28058	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[4].Image	"UI/HUDRemaster/mars_assеmbly.png"	"UI/HUDRemaster/mars_assembly.png"	none		preset:XDef	04-E				
P28059	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[4].OnContextUpdate	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( not g_Tutorial ) HUD.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDPoliticsEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUD.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28060	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[4].RolloverHint	T(269862338198, "<left><left_click> Open menu <right>Shortcut: <em><ShortcutName('actionElections', 'keyboard')></em>")	T(269862338198, "<left><left_click> Open menu <right>Shortcut: <em><ShortcutName('actionPolitics', 'keyboard')></em>")	none		preset:XDef	04-E				
P28061	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[4].children[5].OnContextUpdate	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDPlanetaryViewEnabled ( ) ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButtonFrame.OnContextUpdate ( self , context , ) self SetEnabled ( IsHUDPlanetaryViewEnabled ( ) ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28062	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[5].children[2].OnContextUpdate	function ( self , context , ) HUDButtonNoFrame.OnContextUpdate ( self , context , ) self SetEnabled ( not g_Tutorial ) HUDClass.UpdateDesatModifier ( self ) end	function ( self , context , ) HUDButtonNoFrame.OnContextUpdate ( self , context , ) self SetEnabled ( not g_Tutorial ) UpdateHUDNotificationUI ( self.Id ) HUDClass.UpdateDesatModifier ( self ) end	none		preset:XDef	04-E				
P28063	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[5].children[3].RolloverHint	T(591495087665, "<left><left_click> Open menu <right>Shortcut: <em><ShortcutName('actionHints', 'keyboard')></em>")	T(591495087665, "<left><left_click> Open encyclopedia <right>Shortcut: <em><ShortcutName('actionHints', 'keyboard')></em>")	none		preset:XDef	04-E				
P28064	Data/XDef/HUDMiddle.lua	XDef	HUDMiddle	[1].children[3].children[5].children[3].RolloverTitle	T(590127512500, "Hints")	T(590127512500, "Encyclopedia")	none		preset:XDef	04-E				
P28065	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[10].name	"prefabs"	"highlighting"	REINDEX-SWAP		preset:XDef	04-E				
P28066	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[10].type	"number"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28067	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[11].name	"highlighting"	"close_parent"	REINDEX-SWAP		preset:XDef	04-E				
P28068	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[11].value	<absent>	true	REINDEX		preset:XDef	NOT-READ(churn)				
P28069	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[12].name	"close_parent"	"hint"	REINDEX-SWAP		preset:XDef	04-E				
P28070	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[12].type	<absent>	"translate"	REINDEX		preset:XDef	NOT-READ(churn)				
P28071	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[12].value	true	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28072	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[13].name	"hint"	"gamepad_hint"	REINDEX-SWAP		preset:XDef	04-E				
P28073	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[14].name	"gamepad_hint"	"warning"	none		preset:XDef	04-E				
P28074	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[16].__class	<absent>	'ClassConstDef'	REINDEX		preset:XDef	NOT-READ(churn)				
P28075	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[16].name	<absent>	"research_tech_ids"	none		preset:XDef	04-E				
P28076	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[1].Margins	box(0, 40, 0, 0)	box(0, 37, 0, 0)	none		preset:XDef	04-E				
P28077	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].Background	<absent>	RGBA(0, 0, 0, 0)	none		preset:XDef	04-E				
P28078	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].FocusedBackground	<absent>	RGBA(0, 0, 0, 0)	none		preset:XDef	04-E				
P28079	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].PressedBackground	<absent>	RGBA(0, 0, 0, 0)	none		preset:XDef	04-E				
P28080	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].RolloverBackground	<absent>	RGBA(0, 0, 0, 0)	none		preset:XDef	04-E				
P28081	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].FadeInTime	<absent>	100	REINDEX		preset:XDef	NOT-READ(churn)				
P28082	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].FadeOutTime	<absent>	100	REINDEX		preset:XDef	NOT-READ(churn)				
P28083	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].HAlign	<absent>	"left"	REINDEX		preset:XDef	NOT-READ(churn)				
P28084	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].Id	<absent>	"idLock"	REINDEX		preset:XDef	NOT-READ(churn)				
P28085	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].Image	<absent>	"UI/Icons/bmc_lock.png"	REINDEX		preset:XDef	NOT-READ(churn)				
P28086	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].Margins	<absent>	box(25, 0, 0, 0)	REINDEX		preset:XDef	NOT-READ(churn)				
P28087	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].VAlign	<absent>	"bottom"	REINDEX		preset:XDef	NOT-READ(churn)				
P28088	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[10].__class	<absent>	"XImage"	REINDEX		preset:XDef	NOT-READ(churn)				
P28089	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[1].func	function ( self , pt , button ) local node = self ResolveId ( "node" ) if button = = "L" and node.open_research_ui then CloseXBuildMenu ( ) OpenResearchDialog ( ) return "break" end end	function ( self , pt , button ) local node = self ResolveId ( "node" ) if button = = "L" and node.open_research_ui then CloseXBuildMenu ( ) local techId = node.research_tech_ids or table.get ( BuildingTechRequirements , node.Id , 1 , "tech" ) OpenResearchDialog ( techId ) return "break" end end	none		preset:XDef	04-E			Tech	
P28090	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[2].func	function ( self , rollover ) local node = self ResolveId ( "node" ) node SetRollover ( rollover ) self.idShine SetRollover ( rollover ) node.idButtonBack SetImage ( rollover and "UI/IconsRemaster/Buildings/buildings_hex_rollover" or "UI/IconsRemaster/Buildings/buildings_hex" ) node.idButtonBack SetRollover ( rollover ) node.idSelection SetTransparency ( rollover and 0 or 200 ) self.parent SetRollover ( rollover ) XTextButton.SetRollover ( self , rollover ) end	function ( self , rollover ) local node = self ResolveId ( "node" ) node SetRollover ( rollover ) self.idShine SetRollover ( rollover ) node.idButtonBack SetImage ( self GetBackImage ( rollover ) ) node.idButtonBack SetRollover ( rollover ) node.idSelection SetTransparency ( rollover and 0 or 200 ) self.parent SetRollover ( rollover ) XTextButton.SetRollover ( self , rollover ) self.idHexIcon SetColumn ( self GetColumn ( ) ) end	none		preset:XDef	04-E				
P28091	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].Dock	"box"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28092	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].Id	"idShine"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28093	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].Image	"UI/Common/Hex_2_shine.png"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28094	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].ImageFit	"stretch"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28095	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].Margins	box(-10, -10, -10, -10)	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28096	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].Visible	false	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28097	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].__class	"XImage"	'XDefFunc'	REINDEX-SWAP		preset:XDef	04-E				
P28098	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].func	<absent>	function ( self , rollover ) return rollover and "UI/IconsRemaster/Buildings/buildings_hex_rollover" or "UI/IconsRemaster/Buildings/buildings_hex" end	none		preset:XDef	04-E				
P28099	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].name	<absent>	"GetBackImage"	none		preset:XDef	04-E				
P28100	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[5].params	<absent>	"rollover"	REINDEX		preset:XDef	NOT-READ(churn)				
P28101	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[6].FadeInTime	100	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28102	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[6].FadeOutTime	100	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
P28103	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[6].Id	"idTextBkg"	"idHexIcon"	none		preset:XDef	04-E				
P28104	Data/XDef/HexButtonItemBase.lua	XDef	HexButtonItemBase	[1].children[10].children[2].children[1].children[6].Image	"UI/Common/pin_shadow.png"	<absent>	REINDEX		preset:XDef	NOT-READ(churn)				
