# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's CALLERS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
# 02 UNIT D (the b′ pass): every `same` row carries verdict F117-SHAPE | benign | unsure + one sentence. Method: signature shape per callee (appended / trailing-removed / renamed / inserted / to-varargs / varargs-named / other), a CALL-FORM homonym test (a bare `Name(` cannot reach a method callee; `x:Name(` cannot reach a global), the caller path (hand / generated / tooling-by-path), and for appended parameters whether the 1.1.0 callee body indexes the new parameter unguarded (measured: none does). Meaning-changed slots were read in the callee body (tri_dcheck). ⛔ Text-level caller table: a benign verdict bounds nothing about dynamic dispatch (chain blind spot 7). F117-SHAPE rows are CANDIDATES, TAKEABLE WHEN the owning link reads the caller's body — not C entries.
# 02 COLUMNS: cid = C + 1-based data-row index of CALLERS.tsv; verdict, why, caller_system, caller_link (03 when the CALLEE row is dlc-adjacent), homonym, caller_path. Rows whose status is not `same` carry no verdict (not in unit D).
cid	callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text	verdict	why	caller_system	caller_link	homonym	caller_path
C03066	Lua/_GameUtils.lua	ResearchTechsCombo	ResearchTechsCombo	Lua/Sequences/SA_Gameplay.lua		905	new	{ id = "Research", name = T(311, "Research"), editor = "dropdownlist", default = "", items = function (self) return ResearchTechsCombo(self) end },						
C03067	CommonLua/Features/LockablePreset.lua	ResetLockablePresetState	ResetLockablePresetState	CommonLua/Features/LockablePreset.lua	395	447	changed	ResetLockablePresetState(preset, owner)						
C03068	CommonLua/Features/LockablePreset.lua	ResetLockablePresetState	ResetLockablePresetState	CommonLua/Features/LockablePreset.lua	674	774	changed	-- ResetLockablePresetState(preset, owner)						
C03069	CommonLua/Core/classes.lua	ResolveComplexInheritance	ResolveComplexInheritance	CommonLua/Core/classes.lua	602	912	changed	local parent = ResolveComplexInheritance(parent_name, parent_def, true, auto_resolved, append_methods)						
C03070	CommonLua/Core/classes.lua	ResolveComplexInheritance	ResolveComplexInheritance	CommonLua/Core/classes.lua	1065	1413	changed	ResolveComplexInheritance(name, classdef, false, auto_resolved, append_methods)						
C03071	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	670	669	same	rocket.arrival_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03072	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	683	682	same	rocket.arrival_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03073	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	691	690	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03074	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	711	710	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03075	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	718	717	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03076	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	727	726	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03077	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	730	729	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03078	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	826	825	same	rocket.arrival_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03079	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	830	829	same	rocket.arrival_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03080	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	835	834	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03081	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	852	851	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03082	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	856	855	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03083	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/RocketCompatibility.lua	864	863	same	rocket.departure_loc = rocket:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03084	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/UniversalRocket.lua	279	306	same	self.arrival_loc = self:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03085	Lua/UniversalRocket.lua	UniversalRocketBase.ResolveDepartLoc	ResolveDepartLoc	Lua/UniversalRocket.lua	1060	1203	same	self.departure_loc = self:ResolveDepartLoc()	benign	benign BY SHAPE: appended trailing map; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: map indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03086	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1199	1268	same	local node_list = ResolveSelectors(self, importer, function(sel_node, data)	benign	benign BY SHAPE: appended trailing flatten; this call passes None, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: flatten passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		tooling
C03087	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1380	1471	changed	ResolveSelectors(self, importer, function(selector, data)						
C03088	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1746	1515	changed	local node_list = self:ResolveSelectors(importer, not "warnings_as_errors")						
C03089	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1823	1878	changed	local node_list = ResolveSelectors(self, importer, function(selector, data)						
C03090	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1965	1955	changed	local spots = ResolveSelectors(self, importer, function(selector, data)						
C03091	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2013	2082	changed	local results = ResolveSelectors(self, importer, function(selector, data, parent_intermediate_data, is_leaf)						
C03092	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2302	2178	changed	local results = ResolveSelectors(self, importer, function(selector, data)						
C03093	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2342	2467	same	local node_list = self:ResolveSelectors(importer, not "warnings_as_errors")	benign	benign BY SHAPE: appended trailing flatten; this call passes 2, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: flatten passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C	homonym	tooling
C03094	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3005	2507	same	local node_list = self:ResolveSelectors(importer, not "warnings_as_errors")	benign	benign BY SHAPE: appended trailing flatten; this call passes 2, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: flatten passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C	homonym	tooling
C03095	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3023	3263	same	local node_list = self:ResolveSelectors(importer, not "warnings_as_errors")	benign	benign BY SHAPE: appended trailing flatten; this call passes 2, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: flatten passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C	homonym	tooling
C03096	CommonLua/Libs/DevToolsPublic/SceneImport.lua	ResolveSelectors	ResolveSelectors	CommonLua/Libs/DevToolsPublic/SceneImport.lua		3281	new	local node_list = self:ResolveSelectors(importer, not "warnings_as_errors")						
C03097	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Data/FlightPolicyDef.lua	57	64	same	rocket:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	preset/generated	04-E		generated
C03098	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Data/FlightPolicyDef.lua	213	252	same	rocket:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	preset/generated	04-E		generated
C03099	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Data/FlightPolicyDef.lua	566	666	same	rocket:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	preset/generated	04-E		generated
C03100	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Data/FlightPolicyDef.lua	741	845	same	rocket:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	preset/generated	04-E		generated
C03101	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Lua/Buildings/SupplyRocket.lua	17	17	same	self:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03102	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Lua/UniversalRocket.lua	1485	1218	changed	self:ReturnDehydratedColonists("force")						
C03103	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Lua/UniversalRocket.lua	1916	1710	same	self:ReturnDehydratedColonists()	benign	benign BY SHAPE: appended trailing force; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: force passed-on) — whether this caller NEEDED the new behaviour is not read here	rockets	04-B		hand
C03104	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Lua/UniversalRocket.lua		2315	new	rocket:ReturnDehydratedColonists()						
C03105	Lua/UniversalRocket.lua	UniversalRocketBase.ReturnDehydratedColonists	ReturnDehydratedColonists	Lua/UniversalRocket.lua		2357	new	self:ReturnDehydratedColonists()						
C03106	CommonLua/Libs/MapGen/EnvironmentSounds.lua	SelectEnvironmentSound	SelectEnvironmentSound	CommonLua/Libs/MapGen/EnvironmentSounds.lua	405	443	changed	local sound, sound2 = SelectEnvironmentSound(map, table.get(EnvironmentFXPresets, ForcedPresetId, "grid_value"))						
C03107	CommonLua/Libs/MapGen/EnvironmentSounds.lua	SelectEnvironmentSound	SelectEnvironmentSound	CommonLua/Libs/MapGen/EnvironmentSounds.lua	435	472	changed	local sound, sound2 = SelectEnvironmentSound(map, id, listener_pos)						
C03108	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	SelectEnvironmentVisuals	SelectEnvironmentVisuals	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	123	125	same	local visuals = SelectEnvironmentVisuals(map, id)	benign	x, y dropped; call passes (map, id)	commonlua	04-C		hand
C03109	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	SelectEnvironmentVisuals	SelectEnvironmentVisuals	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	182		gone	env_visuals, seasonal_grid_value = SelectEnvironmentVisuals(map, grid_value, x, y)						
C03110	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/Ged/GedGraphEditor.lua	483	483	same	new_node.map:SelectNode(new_node)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		tooling
C03111	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/Ged/GedGraphEditor.lua	490	490	same	self.map:SelectNode(self)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		tooling
C03112	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	140	140	changed	return self:SelectNode(self:NodeByPath(path), notify, no_scroll)						
C03113	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	329	329	same	self:SelectNode(node)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C03114	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	563	565	same	self:SelectNode(node)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C03115	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	888	890	same	tree:SelectNode(self)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C03116	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	896	898	same	tree:SelectNode(self)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C03117	CommonLua/X/XTree.lua	XTree.SelectNode	SelectNode	CommonLua/X/XTree.lua	906	908	same	tree:SelectNode(self)	benign	benign BY SHAPE: appended trailing no_scroll; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: no_scroll passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C03118	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/GedModEditor.lua	86	84	same	editor:Send("rfnApp", "SetSelection", "root", { 1 })	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03119	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/GedModEditor.lua	87	85	same	editor:Send("rfnApp", "SetTitle", string.format("Mod Editor - %s", mod.title))	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03120	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/GedModEditor.lua	375	373	same	ged:Send("rfnApp", "SetActionsToggled", vars)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03121	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	44	85	changed	local err = self:Send(self.response_headers, string.format("Content-Length: %d\r\n\r\n", #payload), payload)						
C03122	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	90	129	changed	self:Send(self.notification_headers)						
C03123	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	91	162	changed	self:Send(self.notification_headers)						
C03124	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	92	179	changed	err = self:Send("data: ", json, "\n\n")						
C03125	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	132	187	changed	self:Send("HTTP/1.1 200 OK\r\nContent-Type: text/event-stream\r\nCache-Control: no-cache\r\n\r\n")						
C03126	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	165		gone	self:Send(self.response_headers)						
C03127	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	166		gone	self:Send(string.format("Content-Length: %d\r\n\r\n", #json))						
C03128	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	167		gone	self:Send(json)						
C03129	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	170		gone	self:Send(self.notification_headers)						
C03130	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	187		gone	err = self:Send("data: ")						
C03131	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	188		gone	err = err or self:Send(json)						
C03132	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/JSONSocket.lua	189		gone	err = err or self:Send("\n\n")						
C03133	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Lightmodel.lua	1455	1560	same	conn:Send("rfnApp", "SetSelection", "root", selection)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03134	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Lightmodel.lua	1821	1915	same	sdv:Send("rfnApp", "rfnSetSelectedFilePath", s.file_path, true)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03135	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/MantisTaskTemplate.lua		182	new	ged:Send("rfnApp", "OpenBugReport", summary, body, params)						
C03136	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Mod.lua	323		gone	ged:Send("rfnApp", "SetTitle", new_title)						
C03137	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Mod.lua	3263		gone	ged:Send("rfnApp", "SetActionToggled", var, value)						
C03138	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Particles/ParticleSystemPreset.lua	259	261	same	ged:Send("rfnApp", "SetActionToggled", "Preview" .. detail_level_names[i], detail_level_names[i] == levels[idx].value)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03139	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Particles/ParticleSystemPreset.lua	429	431	same	ged:Send("rfnApp", "SetIsUIParticle", self.ui)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03140	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Socket.lua	280	280	same	local err = self.Send(self, "rfnCall", id, func, ...)	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03141	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/Socket.lua	296	296	same	local err = self.Send(self, "rfnResult", id, func(self, ...))	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
C03142	CommonLua/Classes/JSONSocket.lua	JSONSocket.Send	Send	CommonLua/Classes/XDef/GedInspector.generated.lua	134	134	same	host:Send("GedObjModified", "root")	benign	(data)->(...): every argument still arrives; multi-argument calls are other classes' Send	commonlua	04-C		hand
